0.000 -0.746
0.010 -0.342
0.020 0.071
0.030 0.784
0.040 1.057
0.050 1.197
0.060 1.120
0.071 1.127
0.080 1.190
0.090 0.698
0.098 0.510
0.110 -0.391
0.118 -0.836
0.128 -1.255
0.140 -1.224
0.150 -1.093
0.160 -0.973
0.170 -0.235
0.180 0.750
0.190 1.465
0.200 1.950
0.210 1.928
0.220 1.748
0.230 1.801
0.240 1.200
0.250 0.143
0.260 -0.531
0.270 -1.337
0.280 -1.554
0.290 -1.264
0.300 -1.114
0.308 -0.789
0.320 -0.333
0.330 0.769
0.340 1.679
0.350 2.044
0.360 2.041
0.370 1.737
0.380 1.432
0.390 0.906
0.400 0.173
0.410 -0.590
0.420 -0.974
0.430 -1.059
0.440 -0.901
0.450 -0.831
0.460 -0.115
0.470 0.803
0.480 1.226
0.490 1.581
