0.000 0.011
0.010 0.013
0.020 0.026
0.030 0.026
0.040 0.012
0.050 0.055
0.060 0.036
0.070 0.060
0.080 0.012
0.090 0.044
0.100 0.036
0.110 0.008
0.120 0.026
0.130 0.044
0.140 0.056
0.150 0.045
0.160 0.072
0.170 0.007
0.180 0.040
0.190 0.050
0.200 0.049
0.210 0.051
0.220 0.042
0.230 0.042
0.240 0.055
0.250 0.049
0.260 0.054
0.270 0.065
0.280 0.081
0.290 0.068
0.300 0.066
0.310 0.082
0.320 0.044
0.330 0.074
0.340 0.058
0.350 0.068
0.360 0.078
0.370 0.073
0.380 0.086
0.390 0.094
0.400 0.064
0.410 0.096
0.420 0.055
0.430 0.078
0.440 0.058
0.450 0.086
0.460 0.079
0.470 0.081
0.480 0.080
0.490 0.113
