0.000 1.908
0.010 1.550
0.020 1.242
0.030 0.956
0.040 0.679
0.050 0.448
0.060 0.191
0.070 0.013
0.080 -0.114
0.090 -0.203
0.100 -0.298
0.110 -0.481
0.120 -0.633
0.130 -0.824
0.140 -1.089
0.150 -1.383
0.160 -1.627
0.170 -1.811
0.180 -1.966
0.190 -2.134
0.200 -2.347
0.210 -2.571
0.220 -2.724
0.230 -2.841
0.240 -2.930
0.250 -2.995
0.260 -3.106
0.270 -3.165
0.280 -3.228
0.290 -3.214
0.300 -3.284
0.310 -3.335
0.320 -3.392
0.330 -3.359
0.340 -3.267
0.350 -3.103
0.360 -2.870
0.370 -2.541
0.380 -2.111
0.390 -1.599
0.400 -1.119
0.410 -0.712
0.420 -0.115
0.430 0.389
0.440 0.874
0.450 1.466
0.460 2.062
0.470 2.532
0.480 2.885
0.490 3.168
